name,country,latitude,longitude,timezone,population
Playas,EC,-2.63199,-80.38808,America/Guayaquil,30564
Piñas,EC,-3.68017,-79.68169,America/Guayaquil,16981
Pelileo,EC,-1.33057,-78.54523,America/Guayaquil,16572
Pedro Carbo,EC,-1.81619,-80.23431,America/Guayaquil,23372
Pasaje,EC,-3.32561,-79.80697,America/Guayaquil,44860
Otavalo,EC,0.23457,-78.26248,America/Guayaquil,32330
Naranjito,EC,-2.17071,-79.465,America/Guayaquil,34206
Naranjal,EC,-2.67638,-79.61735,America/Guayaquil,32045
Montecristi,EC,-1.04576,-80.65889,America/Guayaquil,18351
Montalvo,EC,-1.79008,-79.28759,America/Guayaquil,15547
Milagro,EC,-2.13396,-79.59337,America/Guayaquil,133508
Manta,EC,-0.94937,-80.73137,America/Guayaquil,264281
Machala,EC,-3.25886,-79.95876,America/Guayaquil,289141
Machachi,EC,-0.51273,-78.57066,America/Guayaquil,25742
Macas,EC,-2.30741,-78.12026,America/Guayaquil,23687
Loja,EC,-3.99313,-79.20422,America/Guayaquil,274112
La Troncal,EC,-2.42466,-79.34159,America/Guayaquil,36353
Latacunga,EC,-0.93424,-78.6152,America/Guayaquil,205624
La Maná,EC,-0.94096,-79.22655,America/Guayaquil,16450
La Libertad,EC,-2.233,-80.91039,America/Guayaquil,75881
Nueva Loja,EC,0.086,-76.89528,America/Guayaquil,24211
Jipijapa,EC,-1.34841,-80.57913,America/Guayaquil,35901
Ibarra,EC,0.34881,-78.12462,America/Guayaquil,221149
Huaquillas,EC,-3.47523,-80.23084,America/Guayaquil,39757
Guayaquil,EC,-2.19616,-79.88621,America/Guayaquil,2723665
Guaranda,EC,-1.59106,-78.99903,America/Guayaquil,22199
Gualaceo,EC,-2.89418,-78.77907,America/Guayaquil,17122
Guabo,EC,-3.24401,-79.82874,America/Guayaquil,26635
Esmeraldas,EC,0.9592,-79.65397,America/Guayaquil,218727
El Triunfo,EC,-1.93333,-79.96667,America/Guayaquil,32282
Eloy Alfaro,EC,-2.16919,-79.83987,America/Guayaquil,315724
Daule,EC,-1.86032,-79.97683,America/Guayaquil,173684
Cuenca,EC,-2.8953,-78.9963,America/Guayaquil,636996
Chone,EC,-0.6985,-80.0925,America/Guayaquil,44751
Cayambe,EC,0.04103,-78.14636,America/Guayaquil,26582
Catamayo,EC,-3.98661,-79.35763,America/Guayaquil,18565
Cariamanga,EC,-4.32804,-79.55575,America/Guayaquil,16862
Calceta,EC,-0.84582,-80.16389,America/Guayaquil,17286
Boca Suno,EC,-0.69832,-77.14083,America/Guayaquil,20313
Balzar,EC,-1.36553,-79.90507,America/Guayaquil,40115
Bahía de Caráquez,EC,-0.60033,-80.42444,America/Guayaquil,37056
Babahoyo,EC,-1.80493,-79.52492,America/Guayaquil,76279
Azogues,EC,-2.73982,-78.84561,America/Guayaquil,34877
Atuntaqui,EC,0.32759,-78.21908,America/Guayaquil,17456
Arenillas,EC,-3.55399,-80.06682,America/Guayaquil,26000
Ambato,EC,-1.24908,-78.61675,America/Guayaquil,387309
Viljandi,Эстония,58.36319,25.59159,Europe/Tallinn,17407
Tartu,Эстония,58.38062,26.72509,Europe/Tallinn,91407
Tallinn,Эстония,59.43696,24.75353,Europe/Tallinn,394024
Pärnu,Эстония,58.38588,24.49711,Europe/Tallinn,40228
Nõmme,Эстония,59.37757,24.68587,Europe/Tallinn,39422
Narva,Эстония,59.37722,28.19028,Europe/Tallinn,54409
Maardu,Эстония,59.46529,24.98215,Europe/Tallinn,16630
Kohtla-Järve,Эстония,59.39861,27.27306,Europe/Tallinn,35395
Zefta,Египет,30.7142,31.24425,Africa/Cairo,111700
Ţūkh,Египет,30.35487,31.20105,Africa/Cairo,52593
Timayy al Imdīd,Египет,30.94384,31.52926,Africa/Cairo,20389
Ţimā,Египет,26.90843,31.43469,Africa/Cairo,101130
Ţūd,Египет,25.58278,32.5329,Africa/Cairo,30780
Tanta,Египет,30.78847,31.00192,Africa/Cairo,576648
Ţāmiyah,Египет,29.47639,30.96119,Africa/Cairo,73070
Ţalkhā,Египет,31.0539,31.37787,Africa/Cairo,112851
Talā,Египет,30.6798,30.94364,Africa/Cairo,72536
Ţahţā,Египет,26.76866,31.50198,Africa/Cairo,134314
Sumusţā as Sulţānī,Египет,28.91667,30.85,Africa/Cairo,37260
Sumusţā al Waqf,Египет,28.92095,30.85367,Africa/Cairo,64965
Sohag,Египет,26.55695,31.69478,Africa/Cairo,266944
Sīwah,Египет,29.2032,25.51965,Africa/Cairo,25031
Sirs al Layyānah,Египет,30.4428,30.96975,Africa/Cairo,78168
Sinnūris,Египет,29.41345,30.86579,Africa/Cairo,133532
Sīdī Sālim,Египет,31.27133,30.78617,Africa/Cairo,44709
Sīdī Ghāzī,Египет,31.21114,31.05119,Africa/Cairo,28136
Sīdī Barānī,Египет,31.61166,25.92539,Africa/Cairo,38253
Şidfā,Египет,26.96637,31.37953,Africa/Cairo,30228
Shubrākhīt,Египет,31.02795,30.71493,Africa/Cairo,41233
Shubrā al Khaymah,Египет,30.12511,31.25053,Africa/Cairo,1240289
Shirbīn,Египет,31.19688,31.5243,Africa/Cairo,76081
Shibīn al Qanāţir,Египет,30.31269,31.32018,Africa/Cairo,73711
Shibīn al Kawm,Египет,30.55258,31.00904,Africa/Cairo,267945
Sharm el-Sheikh,Египет,27.91582,34.32995,Africa/Cairo,38478
Sāqultah,Египет,26.65817,31.67137,Africa/Cairo,34273
Şān al Ḩajar al Qiblīyah,Египет,30.97478,31.87231,Africa/Cairo,30969
Samannūd,Египет,30.9616,31.24069,Africa/Cairo,87921
Samālūţ,Египет,28.31214,30.71007,Africa/Cairo,142009
Rosetta,Египет,31.39951,30.41718,Africa/Cairo,125778
Ras Gharib,Египет,28.35831,33.07829,Africa/Cairo,44852
Rafaḩ,Египет,31.28204,34.23869,Africa/Cairo,44215
Quwaysinā,Египет,30.56482,31.15777,Africa/Cairo,65690
Quţūr,Египет,30.97225,30.95614,Africa/Cairo,32043
Qūş,Египет,25.91544,32.76287,Africa/Cairo,84386
Qina,Египет,26.16418,32.72671,Africa/Cairo,252883
Qifţ,Египет,25.99845,32.81808,Africa/Cairo,24010
Qalyub,Египет,30.17922,31.2056,Africa/Cairo,156363
Qillīn,Египет,31.0475,30.85487,Africa/Cairo,48233
Qahā,Египет,30.28011,31.20531,Africa/Cairo,36225
Naqādah,Египет,25.90107,32.72392,Africa/Cairo,26774
Nag Hammâdi,Египет,26.04949,32.24142,Africa/Cairo,59601
Nabarūh,Египет,31.09755,31.30312,Africa/Cairo,59202
Muţūbas,Египет,31.29443,30.52248,Africa/Cairo,43899
Mūţ,Египет,25.48742,28.97918,Africa/Cairo,26820
Mīt Salsīl,Египет,31.16757,31.80125,Africa/Cairo,48166
Mīt Ghamr,Египет,30.71524,31.2592,Africa/Cairo,153754
Mīt Abū Ghālib,Египет,31.28837,31.67719,Africa/Cairo,20470
Minyat an Naşr,Египет,31.12624,31.64313,Africa/Cairo,82429
Minyā al Qamḩ,Египет,30.51552,31.34629,Africa/Cairo,99284
Munūf,Египет,30.46597,30.93199,Africa/Cairo,125707
Munsha‘at Abū ‘Umar,Египет,30.90711,32.02341,Africa/Cairo,22543
Maţāy,Египет,28.41866,30.77861,Africa/Cairo,82328
Mashtūl as Sūq,Египет,30.36056,31.3776,Africa/Cairo,75837
Marsá Maţrūḩ,Египет,31.3529,27.23725,Africa/Cairo,176498
Manshīyat al Qanāţir,Египет,30.18479,31.10649,Africa/Cairo,19185
Manfalūţ,Египет,27.3126,30.96987,Africa/Cairo,117925
Mallawī,Египет,27.73264,30.84129,Africa/Cairo,212628
Maḩallat Damanah,Египет,31.07287,31.49503,Africa/Cairo,31921
Maghāghah,Египет,28.64776,30.841,Africa/Cairo,118223
6th of October City,Египет,29.81667,31.05,Africa/Cairo,368650
Madīnat as Sādāt,Египет,30.36742,30.50871,Africa/Cairo,71501
Madīnat an Naşr,Египет,30.06667,31.3,Africa/Cairo,668413
Al ‘Āshir min Ramaḑān,Египет,30.29636,31.74633,Africa/Cairo,246148
Ash Shaykh Zuwayd,Египет,31.2163,34.11074,Africa/Cairo,26713
Kirdāsah,Египет,30.03103,31.11109,Africa/Cairo,137588
Kom Ombo,Египет,24.47669,32.94626,Africa/Cairo,116293
Kawm Ḩamādah,Египет,30.76128,30.69972,Africa/Cairo,55652
Kafr Shukr,Египет,30.54972,31.24444,Africa/Cairo,30948
Kafr Şaqr,Египет,30.79336,31.62575,Africa/Cairo,44529
Kafr Sa‘d,Египет,31.35573,31.68484,Africa/Cairo,18120
Kafr az Zayyāt,Египет,30.8248,30.81805,Africa/Cairo,83348
Aş Şalāḩāt,Египет,31.00205,31.62626,Africa/Cairo,45557
Kafr ash Shaykh,Египет,31.11174,30.93991,Africa/Cairo,194569
Kafr al Kurdī,Египет,31.16844,31.7655,Africa/Cairo,44905
Kafr al Baţţīkh,Египет,31.40398,31.73778,Africa/Cairo,47198
Kafr ad Dawwār,Египет,31.13379,30.12969,Africa/Cairo,128539
Juhaynah,Египет,26.67418,31.49686,Africa/Cairo,76555
Girga,Египет,26.33721,31.89295,Africa/Cairo,151256
Jarājūs,Египет,25.87198,32.75585,Africa/Cairo,20427
‘Izbat al Burj,Египет,31.5084,31.84106,Africa/Cairo,37953
Ītāy al Bārūd,Египет,30.88697,30.66724,Africa/Cairo,77606
Iţsā,Египет,29.2376,30.78944,Africa/Cairo,74357
Esna,Египет,25.29336,32.55402,Africa/Cairo,96818
Ihnāsīyah,Египет,29.09285,31.02043,Africa/Cairo,64058
Idkū,Египет,31.3073,30.2981,Africa/Cairo,177152
Edfu,Египет,24.97916,32.87722,Africa/Cairo,79510
Ibshawāy,Египет,29.35896,30.68061,Africa/Cairo,86186
Ḩalwān,Египет,29.84144,31.30084,Africa/Cairo,230000
Hihyā,Египет,30.6713,31.58801,Africa/Cairo,74823
Ḩawsh ‘Īsá,Египет,30.9128,30.29019,Africa/Cairo,82999
Ḩadā’iq al Qubbah,Египет,30.08843,31.28351,Africa/Cairo,339612
Fuwwah,Египет,31.20365,30.54908,Africa/Cairo,93392
Farshūţ,Египет,26.05501,32.16274,Africa/Cairo,71013
Fāraskūr,Египет,31.32977,31.71507,Africa/Cairo,43400
Fāqūs,Египет,30.72816,31.79697,Africa/Cairo,116945
Fāyīd,Египет,30.31263,32.30935,Africa/Cairo,35066
Damietta,Египет,31.41648,31.81332,Africa/Cairo,305920
Diyarb Najm,Египет,30.75438,31.44016,Africa/Cairo,80954
Disūq,Египет,31.13259,30.64784,Africa/Cairo,149291
Dishnā,Египет,26.12242,32.46749,Africa/Cairo,64744
Dikirnis,Египет,31.08898,31.59478,Africa/Cairo,101082
Dayrūţ,Египет,27.55642,30.81057,Africa/Cairo,102570
Dayr Mawās,Египет,27.64148,30.85012,Africa/Cairo,60835
Darāw,Египет,24.40796,32.92324,Africa/Cairo,61790
Damanhur,Египет,31.03408,30.46823,Africa/Cairo,318207
Būsh,Египет,29.14816,31.12733,Africa/Cairo,136441
Port Said,Египет,31.26531,32.3019,Africa/Cairo,780515
Safaga,Египет,26.74906,33.93891,Africa/Cairo,53639
Burj al ‘Arab,Египет,30.90316,29.55276,Africa/Cairo,22444
Biyalā,Египет,31.17419,31.2218,Africa/Cairo,89068
Birkat as Sab‘,Египет,30.62914,31.08235,Africa/Cairo,50924
Bilqās,Египет,31.21452,31.35798,Africa/Cairo,137080
Bilbeis,Египет,30.42039,31.56223,Africa/Cairo,185237
Bibā,Египет,28.92406,30.98544,Africa/Cairo,94677
Basyūn,Египет,30.93976,30.81338,Africa/Cairo,75084
Banī ‘Ubayd,Египет,27.95243,30.78082,Africa/Cairo,46060
Banī Suwayf,Египет,29.07441,31.09785,Africa/Cairo,273151
Banī Mazār,Египет,28.49456,30.80526,Africa/Cairo,115759
Banhā,Египет,30.45977,31.1842,Africa/Cairo,182254
Balţīm,Египет,31.55582,31.08918,Africa/Cairo,51280
Az Zaynīyah Qiblī,Египет,25.75089,32.6776,Africa/Cairo,20000
Zagazig,Египет,30.58768,31.502,Africa/Cairo,430445
Awsīm,Египет,30.12303,31.13571,Africa/Cairo,94174
El-Tor,Египет,28.24168,33.6222,Africa/Cairo,38285
At Tall al Kabīr,Египет,30.54323,31.78504,Africa/Cairo,46962
Aţfīḩ,Египет,29.4075,31.2525,Africa/Cairo,26943
Assiut,Египет,27.18096,31.18368,Africa/Cairo,528669
Aswān,Египет,24.09082,32.89942,Africa/Cairo,379774
Suez,Египет,29.97371,32.52627,Africa/Cairo,699541
As Sinbillāwayn,Египет,30.88251,31.46275,Africa/Cairo,124020
As Sibā‘īyah,Египет,25.19413,32.6771,Africa/Cairo,21610
As Sarw,Египет,31.23867,31.65379,Africa/Cairo,29286
As Sanţah,Египет,30.74614,31.12964,Africa/Cairo,45813
As Sallūm,Египет,31.55371,25.15793,Africa/Cairo,16545
As Sāḩil,Египет,27.06309,31.34425,Africa/Cairo,54094
Aş Şaff,Египет,29.56472,31.28111,Africa/Cairo,61531
Ash Shuhadā’,Египет,30.59683,30.89931,Africa/Cairo,76071
Ashmūn,Египет,30.29735,30.97641,Africa/Cairo,124483
Ar Raḩmānīyah,Египет,31.10483,30.64135,Africa/Cairo,44482
Ar Radīsīyah Qiblī,Египет,24.90652,32.88563,Africa/Cairo,16190
Armant,Египет,25.61988,32.54305,Africa/Cairo,78695
Al Wāsiţah,Египет,29.33778,31.20556,Africa/Cairo,57870
Al Waqf,Египет,26.08657,32.42265,Africa/Cairo,34723
Luxor,Египет,25.69893,32.6421,Africa/Cairo,422407
Al Qūşīyah,Египет,27.44023,30.81712,Africa/Cairo,99598
Al Quşayr,Египет,26.10611,34.27716,Africa/Cairo,24653
Al Qurayn,Египет,30.61618,31.73514,Africa/Cairo,94632
Al Qaşşāşīn,Египет,30.56412,31.93386,Africa/Cairo,24364
Al Qanţarah,Египет,30.85711,32.31183,Africa/Cairo,31808
Al Qanāyāt,Египет,30.61927,31.46165,Africa/Cairo,70687
Al Qanāţir al Khayrīyah,Египет,30.19327,31.13703,Africa/Cairo,83568
Cairo,Египет,30.06263,31.24967,Africa/Cairo,9606916
Minya,Египет,28.09193,30.75813,Africa/Cairo,283605
Al Maţarīyah,Египет,31.18287,32.03108,Africa/Cairo,162045
Al Marāghah,Египет,26.69981,31.60464,Africa/Cairo,53643
Al Manzalah,Египет,31.15823,31.936,Africa/Cairo,127394
Al Mansurah,Египет,31.03637,31.38069,Africa/Cairo,621953
Al Minshāh,Египет,26.4775,31.80394,Africa/Cairo,91149
Al Maḩmūdīyah,Египет,31.18352,30.52448,Africa/Cairo,34660
Al Maḩallah al Kubrá,Египет,30.97063,31.1669,Africa/Cairo,592573
Al Khuşūş,Египет,30.15293,31.31501,Africa/Cairo,488904
Al Khārjah,Египет,25.45101,30.54653,Africa/Cairo,83108
Al Khānkah,Египет,30.21035,31.36812,Africa/Cairo,81646
Giza,Египет,30.00944,31.20861,Africa/Cairo,4367343
Al Jammālīyah,Египет,31.18065,31.86497,Africa/Cairo,99641
Ismailia,Египет,30.60427,32.27225,Africa/Cairo,429465
Alexandria,Египет,31.20176,29.91582,Africa/Cairo,5263542
Al ‘Idwah,Египет,28.69919,30.7673,Africa/Cairo,26092
Al Ibrāhīmīyah,Египет,30.71877,31.56299,Africa/Cairo,53791
‘Izbat ‘Alī as Sayyid,Египет,31.15671,30.14775,Africa/Cairo,53079
Al Ḩusaynīyah,Египет,30.86163,31.91809,Africa/Cairo,50651
Al Ḩawāmidīyah,Египет,29.9,31.25,Africa/Cairo,155055
Al Ḩāmūl,Египет,31.31146,31.14766,Africa/Cairo,58430
Al Ḩammām,Египет,30.84532,29.38818,Africa/Cairo,18407
Hurghada,Египет,27.25738,33.81291,Africa/Cairo,207132
Al Ghanāyim,Египет,26.87524,31.32963,Africa/Cairo,70884
Al Fayyum,Египет,29.30995,30.8418,Africa/Cairo,519047
Al Fashn,Египет,28.82306,30.89903,Africa/Cairo,112999
Al Burj,Египет,31.58229,30.98095,Africa/Cairo,60320
Al Bayāḑīyah,Египет,25.66477,32.63539,Africa/Cairo,23550
Al Bawīţī,Египет,28.34827,28.86936,Africa/Cairo,15653
Al Başalīyah Baḩrī,Египет,25.15,32.71667,Africa/Cairo,32920
Al Balyanā,Египет,26.23648,32.00387,Africa/Cairo,68413
Al Bājūr,Египет,30.43046,31.03679,Africa/Cairo,62961
Al Badrashayn,Египет,29.85,31.26667,Africa/Cairo,90833
Al Badārī,Египет,26.99306,31.41605,Africa/Cairo,56033
Al ‘Ayyāţ,Египет,29.61972,31.2575,Africa/Cairo,45793
Arīsh,Египет,31.13159,33.79844,Africa/Cairo,199243
Akhmīm,Египет,26.5622,31.74566,Africa/Cairo,151430
Aga,Египет,30.94162,31.29039,Africa/Cairo,47013
Ad Dilinjāt,Египет,30.82796,30.53552,Africa/Cairo,68901
El Dabaa,Египет,31.02819,28.44498,Africa/Cairo,27697
Abū Ţisht,Египет,26.12039,32.09543,Africa/Cairo,18194
Abū Tīj,Египет,27.04514,31.31845,Africa/Cairo,105418
Abu Suweir-el-Mahatta,Египет,30.56977,32.1146,Africa/Cairo,32763
Abū Qurqāş,Египет,27.93043,30.83826,Africa/Cairo,90266
Abū Kabīr,Египет,30.72508,31.67148,Africa/Cairo,154466
Abū Ḩummuş,Египет,31.09311,30.31418,Africa/Cairo,61388
Abū Ḩammād,Египет,30.53766,31.67875,Africa/Cairo,43001
Abū an Numrus,Египет,29.95,31.2,Africa/Cairo,86601
Abū al Maţāmīr,Египет,30.91018,30.17438,Africa/Cairo,66946
Abnūb,Египет,27.26881,31.15232,Africa/Cairo,111785
An Nūbārīyah,Египет,30.6687,30.07391,Africa/Cairo,23282
Awlād Şaqr,Египет,30.93055,31.69864,Africa/Cairo,32840
Bi’r al ‘Abd,Египет,31.01887,33.0098,Africa/Cairo,26330
Badr,Египет,30.136,31.715,Africa/Cairo,32940
Ar Riyāḑ,Египет,31.24193,30.94504,Africa/Cairo,24254
Az Zarqā,Египет,31.20864,31.63528,Africa/Cairo,26955
Dumyāţ al Jadīdah,Египет,31.43482,31.67506,Africa/Cairo,54508
Badr,Египет,30.575,30.71111,Africa/Cairo,28091
Banī Suwayf al Jadīdah,Египет,29.033,31.11408,Africa/Cairo,32278
Aş Şāliḩīyah al Jadīdah,Египет,30.63146,31.93927,Africa/Cairo,59320
Burj al ‘Arab al Jadīdah,Египет,30.88525,29.57721,Africa/Cairo,45865
Madīnat Wādī an Naţrūn,Египет,30.37746,30.35032,Africa/Cairo,41186
An Nāşirīyah,Египет,27.20583,31.19639,Africa/Cairo,22435
Dār as Salām,Египет,26.27845,32.05608,Africa/Cairo,38008
Ain Sukhna,Египет,29.60018,32.31671,Africa/Cairo,45552
New Cairo,Египет,30.03,31.47,Africa/Cairo,313139
El Shorouk,Египет,30.13806,31.61556,Africa/Cairo,91899
Al Qāhirah al Jadīdah,Египет,30.04214,31.44446,Africa/Cairo,313139
Aţ Ţārif,Египет,25.73826,32.63684,Africa/Cairo,38871
Al-'Ubūr,Египет,30.22886,31.48149,Africa/Cairo,138987
Al-Khārijah,Египет,25.25,30.55,Africa/Cairo,83108
Al-Minyā al-Jadīdah,Египет,28.08639,30.81464,Africa/Cairo,17470
An-Najaylah,Египет,31.4071,26.5832,Africa/Cairo,19768
Ar-Rawḍah,Египет,31.32336,31.76122,Africa/Cairo,31240
Ash-Shaykh Zāyid,Египет,30.02,31.0,Africa/Cairo,95854
Yūsuf aṣ-Ṣiddīq,Египет,29.385,30.557,Africa/Cairo,23965
New Bani Sewif City,Египет,29.03556,31.11792,Africa/Cairo,29117
Laayoune,EH,27.1418,-13.18797,Africa/El_Aaiun,196331
Boujdour,EH,26.13073,-14.48513,Africa/El_Aaiun,42651
Dakhla,EH,23.68477,-15.95798,Africa/El_Aaiun,75000
Massawa,ER,15.60811,39.47455,Africa/Asmara,23100
Keren,ER,15.77792,38.45107,Africa/Asmara,74800
Himora,ER,14.30427,36.60601,Africa/Asmara,46100
Barentu,ER,15.10582,37.59067,Africa/Asmara,15891
Asmara,ER,15.33805,38.93184,Africa/Asmara,563930
Assab,ER,13.00917,42.73944,Africa/Asmara,21300
Mendefera,ER,14.88722,38.81528,Africa/Asmara,17781
Zubia,Испания,37.11906,-3.584,Europe/Madrid,18995
Zafra,Испания,38.42539,-6.41734,Europe/Madrid,16424
Yecla,Испания,38.61365,-1.11468,Europe/Madrid,35025
Yaiza,Испания,28.95678,-13.76535,Atlantic/Canary,16289
Villena,Испания,38.6373,-0.86568,Europe/Madrid,35222
Villarrobledo,Испания,39.26992,-2.60119,Europe/Madrid,26642
Vila-real,Испания,39.9383,-0.10087,Europe/Madrid,50577
Villanueva de la Serena,Испания,38.97655,-5.7974,Europe/Madrid,25759
Villajoyosa,Испания,38.50754,-0.23346,Europe/Madrid,33797
Vícar,Испания,36.83155,-2.64273,Europe/Madrid,22853
Vélez-Málaga,Испания,36.78107,-4.10266,Europe/Madrid,74190
Valencia,Испания,39.47391,-0.37966,Europe/Madrid,824340
Valdepeñas,Испания,38.76211,-3.38483,Europe/Madrid,31147
Utrera,Испания,37.18516,-5.78093,Europe/Madrid,52617
Ubrique,Испания,36.67777,-5.446,Europe/Madrid,16979
Úbeda,Испания,38.01328,-3.3705,Europe/Madrid,34602
Totana,Испания,37.7688,-1.50229,Europe/Madrid,29211
Torrox,Испания,36.75793,-3.95233,Europe/Madrid,16890
Torrevieja,Испания,37.97872,-0.68222,Europe/Madrid,82599
Torre-Pacheco,Испания,37.74293,-0.95396,Europe/Madrid,35614
Torrent,Испания,39.43705,-0.46546,Europe/Madrid,78543
Torremolinos,Испания,36.62035,-4.49976,Europe/Madrid,65448
Torre del Mar,Испания,36.742,-4.09291,Europe/Madrid,21980
Tomelloso,Испания,39.15759,-3.02156,Europe/Madrid,36091
Tomares,Испания,37.37281,-6.04589,Europe/Madrid,22772
Toledo,Испания,39.8581,-4.02263,Europe/Madrid,86526
Tías,Испания,28.96108,-13.64502,Atlantic/Canary,19849
Telde,Испания,27.99243,-15.41915,Atlantic/Canary,123265
Teguise,Испания,29.06049,-13.56397,Atlantic/Canary,19418
Tarifa,Испания,36.01393,-5.60695,Europe/Madrid,18169
Talavera de la Reina,Испания,39.96348,-4.83076,Europe/Madrid,88856
Tacoronte,Испания,28.47688,-16.41016,Atlantic/Canary,23562
Tavernes de la Valldigna,Испания,39.07195,-0.26623,Europe/Madrid,18195
Sueca,Испания,39.2026,-0.31114,Europe/Madrid,28908
Son Rapinya,Испания,39.58932,2.61899,Europe/Madrid,17993
Silla,Испания,39.36257,-0.41169,Europe/Madrid,18979
Sevilla,Испания,37.38283,-5.97317,Europe/Madrid,686741
San Vicent del Raspeig,Испания,38.3964,-0.5255,Europe/Madrid,56715
Santomera,Испания,38.06147,-1.04877,Europe/Madrid,15319
Santa Pola,Испания,38.19165,-0.5658,Europe/Madrid,31760
Santa Lucía,Испания,27.91174,-15.54071,Atlantic/Canary,71863
Santafé,Испания,37.18856,-3.71887,Europe/Madrid,15430
Santa Eulària des Riu,Испания,38.98457,1.53409,Europe/Madrid,31314
Santa Cruz de Tenerife,Испания,28.46824,-16.25462,Atlantic/Canary,211359
Santa Cruz de la Palma,Испания,28.68351,-17.76421,Atlantic/Canary,15674
Santa Brígida,Испания,28.03197,-15.50425,Atlantic/Canary,18314
San Roque,Испания,36.20983,-5.38452,Europe/Madrid,29249
San Pedro del Pinatar,Испания,37.83568,-0.79102,Europe/Madrid,23738
San Pedro Alcántara,Испания,36.48839,-4.99123,Europe/Madrid,34922
San Miguel De Abona,Испания,28.09826,-16.61708,Atlantic/Canary,16179
Sanlúcar de Barrameda,Испания,36.77808,-6.3515,Europe/Madrid,68037
San Juan de Aznalfarache,Испания,37.35813,-6.03731,Europe/Madrid,20779
Sant Joan d'Alacant,Испания,38.40148,-0.43623,Europe/Madrid,21939
San Javier,Испания,37.80626,-0.83736,Europe/Madrid,31432
San Isidro,Испания,28.07617,-16.558,Atlantic/Canary,19541
San Fernando,Испания,36.4759,-6.19817,Europe/Madrid,95174
La Laguna,Испания,28.4853,-16.32014,Atlantic/Canary,150661
San Bartolomé de Tirajana,Испания,27.92481,-15.57329,Atlantic/Canary,53588
San Bartolomé,Испания,29.00093,-13.613,Atlantic/Canary,18517
Sant Antoni de Portmany,Испания,38.98068,1.30362,Europe/Madrid,21852
Sagunto,Испания,39.68333,-0.26667,Europe/Madrid,66070
Rota,Испания,36.62364,-6.35997,Europe/Madrid,28848
Roquetas de Mar,Испания,36.76419,-2.61475,Europe/Madrid,94925
Ronda,Испания,36.74231,-5.16709,Europe/Madrid,36827
Rojales,Испания,38.08799,-0.72544,Europe/Madrid,20510
Rincón de la Victoria,Испания,36.71715,-4.27583,Europe/Madrid,38666
Ribarroja del Turia,Испания,39.54595,-0.57069,Europe/Madrid,21992
Requena,Испания,39.48834,-1.10044,Europe/Madrid,20227
